message,attributes,tags,timestamp
"ERROR 2026-01-30 08:02:33,482 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011638846Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011642666Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011645246Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011648086Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011651376Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011653926Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011656786Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011660046Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011664436Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011667766Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011670346Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011673196Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011676266Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011678726Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011681626Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011684866Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012828212Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012828462Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012833252Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012833332Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012837142Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012837232Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012841062Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012841482Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012844982Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012845582Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012848892Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012850172Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012852501Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012854151Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012856931Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012857781Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012861281Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012861311Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012864811Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012866541Z
"ERROR 2026-01-30 08:02:33,734 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012868521Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012870711Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012872951Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012874481Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012877061Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012878291Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012880301Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012881851Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012884201Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012886001Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012887991Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012889951Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012891781Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012893671Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012895911Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012898441Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012901621Z
"ERROR 2026-01-30 08:02:40,530 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012902011Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012905791Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012905801Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012909711Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012914991Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012919421Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012922381Z
