NR_ORDEM
7086739
7276975
6737780
7522328
7281146
6225352
6243295
7034740
6938501
7829629
7159204
6577873
6385053
7111837
6814920
7590326
7680122
7273650
6421268
7036550
7727261
6561711
7805561
7007159
6511397
6736445
6266631
6849487
7014396
6300681
6407056
6771181
6490909
7002345
7828989
6756133
7522431
7001602
6349808
7498829
6700172
6379599
6886194
6921876
7398713
7327795
6632902
7487135
6736493
7535756
6193633
7660268
7186151
7718728
6910220
7250320
7715991
6700985
6278958
7020530
7040790
6832180
7123671
6798336
7644328
6436603
7272022
7008079
7597411
6511693
7204474
6525128
6560341
7002698
6909472
6620376
6366205
7347925
6921093
6157648
6187916
6717766
7690177
6819751
6239506
7362141
7280461
7726509
7015757
6672204
7514474
7532654
7280967
7036770
7516212
7051154
7144739
7161159
7224428
6512599
6530439
7519745
7034224
7803991
6347980
7053667
6768533
7707981
6871002
6838996
6381439
7426809
6403737
7528903
7484536
6514054
7791247
6175927
7017828
7050386
6204149
7397281
7208534
6632575
6402867
6353895
7330927
7159399
7157516
7466309
6286240
7559082
6955112
7417730
7518180
6713331
7788327
6830484
6347898
7580390
7049051
7480625
7367472
6678041
7745304
6558705
6381121
7441061
6493013
7598207
6773039
7815165
6969020
7772293
7398085
7718366
7256794
7297577
6831387
6193463
7560990
6831967
6283471
7294700
6426024
7469334
7482522
7746085
6315995
7818335
6851413
6937459
6527020
7034497
6887617
7046590
6934465
7417846
7802902
7725255
7629826
6923296
7500425
7831661
7406463
6798392
7231659
7499535
6595229
7568000
7444461
7164453
6797478
7110720
6676502
6533572
6515362
7747214
7657531
7588064
7678813
6667385
7523752
6187481
7004333
6402894
6245262
6936684
6343710
6981791
6612070
6514437
6482852
6922625
6751274
7110196
6730299
7679523
6477536
7694487
6702316
6194034
7501734
6369766
6872457
7158418
6968672
7754312
7140591
6738876
7788749
7071597
6515695
7532743
7747691
6911085
6387788
6187411
6516980
7485556
7158480
7273560
6481351
7261727
6967496
7316743
7273780
6376802
6458082
7117092
6435923
7203244
7274393
6476965
7832307
7682144
7039327
7018341
7366151
7755608
7771130
7316335
6956965
7056312
7531475
7515712
6528913
6405954
7692992
7833749
7794462
6846747
7419432
7186368
6242216
7705157
7384488
6972287
6409761
7231020
7396191
6241720
6540922
6914700
6640453
7390918
7599645
7435538
7715376
7002092
7462824
6265695
7276031
6813186
7072114
6348999
6478537
7740001
7282360
7706754
6595526
6695428
6931907
6406996
6981665
7036035
7362315
6716415
7252260
7713471
7714325
6951780
6980266
6852173
6477125
7585734
